date,context,label,domain,url
"2023-08-24 17:22:24","","Time Out:","www.timeout.ru","https://www.timeout.ru/msk/feature/kuda-shodit-21-27-avgusta"
"2023-08-30 07:23:48","","РИА Новости:","ria.ru","https://ria.ru/20230830/afisha-1892894105.html"
"2023-09-06 09:30:13","","AAA Magazine:","t.me","https://t.me/aaamagazine/27083"
"2023-09-15 19:14:18","","Правила жизни:","www.pravilamag.ru","https://www.pravilamag.ru/entertainment/706481-kuda-shodit-v-vyhodnye-immersivnye-postanovki-issledovanie-skanogramm-i-morskie-peizaji/"
"2023-10-03 07:23:43","","MSK1:","msk1.ru","https://msk1.ru/text/entertainment/2023/10/01/72763829/"
"2023-10-03 07:23:43","","MSK1:","msk1.ru","https://msk1.ru/text/entertainment/2023/09/29/72754049/"
"2023-11-15 07:39:20","","OSD:","www.osd.ru","https://www.osd.ru/newsinf.asp?nw=23182"
"2023-12-08 16:35:42","","Вокруг света:","www.vokrugsveta.ru","https://www.vokrugsveta.ru/articles/provozhaem-staryi-god-3-spektaklya-v-teatre-morfeus-id927343/"
"2023-12-08 16:35:42","","Psychologies:","www.psychologies.ru","https://www.psychologies.ru/events/provozhaem-staryi-god-3-spektaklya-v-teatre-morfeus/"
"2024-01-21 11:44:26","","Российская газета:","rg.ru","https://rg.ru/2023/12/30/dmitrij-kopylov-my-pridumali-format-immersivnyh-spektaklej-do-togo-kak-oni-poiavilis.html"
"2024-01-21 11:47:48","","U Magazine:","umagazine.ru","https://umagazine.ru/culture/affiche/immersivnye-spektakli-premery-filmov-i-serialov-i-vystavki-chem-zanyatsya-na-nedele-s-20-po-27-yanva/"
"2024-01-21 11:47:48","","Правила жизни:","www.pravilamag.ru","https://www.pravilamag.ru/entertainment/716013-kuda-shodit-v-vyhodnye-triptih-sostoyanii-rasskaz-o-pikasso-i-gastrofestival/"
"2024-01-21 11:47:48","","Psychologies:","www.psychologies.ru","https://www.psychologies.ru/events/chto-posmotret-v-immersivnom-teatre-morfeus-6-spektaklei-v-yanvare/"
"2024-01-21 11:47:48","","Вокруг света:","www.vokrugsveta.ru","https://www.vokrugsveta.ru/articles/chto-posmotret-v-immersivnom-teatre-morfeus-6-spektaklei-v-yanvare-id2374630/"
"2024-01-21 11:47:48","","Tour Pressa:","www.tourpressa.com","https://www.tourpressa.com/post/v-teatre-morfeus-mozhno-priobresti-sertifikat-s-otkrytoj-datoj-spektaklya"
"2024-01-21 11:47:48","","OSD:","www.osd.ru","https://www.osd.ru/newsinf.asp?nw=23182"
"2024-01-21 11:47:48","","Афиша TG:","t.me","https://t.me/afisha/9046"
"2024-02-07 18:25:31","","Time Out:","www.timeout.ru","https://www.timeout.ru/msk/feature/teatralnyj-dajdzhest-iosif-brodskij-bergman-i-gogolevskij-absurd"
